Movement ID,Date,Product ID,Product Name,Movement Type,Quantity,Reference,Source/Destination,Recorded By,Notes
STOCK-001113,2026-06-19,PROD-000200,Classic Crackers,Stock Sold,35.0,SALE-2026-000063,Hadiza Suleiman,Demo Administrator,Linked to demo sale
STOCK-001114,2026-07-01,PROD-000524,Vanilla Cream,Stock Sold,13.0,SALE-2026-000064,Asma'u Suleiman,Demo Administrator,Linked to demo sale
STOCK-001115,2026-07-20,PROD-000180,Rich Chocolate,Stock Sold,11.0,SALE-2026-000065,Fatima Umar,Demo Administrator,Linked to demo sale
STOCK-001116,2026-07-20,PROD-000467,Caramel Cream,Stock Sold,7.0,SALE-2026-000066,Hadiza Abubakar,Demo Administrator,Linked to demo sale
STOCK-001117,2026-08-01,PROD-000403,Milk Crunch,Stock Sold,43.0,SALE-2026-000067,Rukayya Lawal,Demo Administrator,Linked to demo sale
STOCK-001118,2026-07-31,PROD-000503,Cocoa Sandwich,Stock Sold,23.0,SALE-2026-000068,Asma'u Danjuma,Demo Administrator,Linked to demo sale
STOCK-001119,2026-08-12,PROD-000207,Butter Delight,Stock Sold,28.0,SALE-2026-000069,Musa Shehu,Demo Administrator,Linked to demo sale
STOCK-001120,2026-06-30,PROD-000447,Caramel Cream,Stock Sold,17.0,SALE-2026-000070,Zainab Mohammed,Demo Administrator,Linked to demo sale
STOCK-001121,2026-06-30,PROD-000075,Vanilla Cream,Stock Sold,12.0,SALE-2026-000071,Zainab Ahmad,Demo Administrator,Linked to demo sale
STOCK-001122,2026-07-30,PROD-000075,Vanilla Cream,Stock Sold,31.0,SALE-2026-000072,Yusuf Ibrahim,Demo Administrator,Linked to demo sale
STOCK-001123,2026-08-12,PROD-000017,Rich Chocolate,Stock Sold,11.0,SALE-2026-000073,Hadiza Umar,Demo Administrator,Linked to demo sale
STOCK-001124,2026-08-08,PROD-000079,Butter Delight,Stock Sold,7.0,SALE-2026-000074,Maryam Garba,Demo Administrator,Linked to demo sale
STOCK-001125,2026-08-05,PROD-000360,Cocoa Sandwich,Stock Sold,5.0,SALE-2026-000075,Abubakar Abubakar,Demo Administrator,Linked to demo sale
STOCK-001126,2026-06-22,PROD-000002,Coconut Crunch,Stock Sold,28.0,SALE-2026-000076,Rukayya Mohammed,Demo Administrator,Linked to demo sale
STOCK-001127,2026-07-11,PROD-000257,Butter Delight,Stock Sold,12.0,SALE-2026-000077,Abdullahi Garba,Demo Administrator,Linked to demo sale
STOCK-001128,2026-07-09,PROD-000137,Honey Crunch,Stock Sold,18.0,SALE-2026-000078,Aliyu Musa,Demo Administrator,Linked to demo sale
STOCK-001129,2026-08-10,PROD-000384,Classic Cream,Stock Sold,13.0,SALE-2026-000079,Sani Hassan,Demo Administrator,Linked to demo sale
STOCK-001130,2026-08-03,PROD-000222,Family Pack,Stock Sold,38.0,SALE-2026-000080,Aliyu Kabiru,Demo Administrator,Linked to demo sale
STOCK-001131,2026-06-25,PROD-000498,Chocolate Delight,Stock Sold,30.0,SALE-2026-000081,Khadija Tanko,Demo Administrator,Linked to demo sale
STOCK-001132,2026-08-14,PROD-000313,Classic Crackers,Stock Sold,15.0,SALE-2026-000082,Maryam Sani,Demo Administrator,Linked to demo sale
STOCK-001133,2026-07-01,PROD-000294,Chocolate Delight,Stock Sold,14.0,SALE-2026-000083,Khadija Garba,Demo Administrator,Linked to demo sale
STOCK-001134,2026-07-18,PROD-000073,Vanilla Cream,Stock Sold,45.0,SALE-2026-000084,Aisha Danjuma,Demo Administrator,Linked to demo sale
STOCK-001135,2026-06-19,PROD-000318,Golden Crunch,Stock Sold,21.0,SALE-2026-000085,Aisha Sani,Demo Administrator,Linked to demo sale
STOCK-001136,2026-08-12,PROD-000479,Butter Delight,Stock Sold,10.0,SALE-2026-000086,Aliyu Mohammed,Demo Administrator,Linked to demo sale
STOCK-001137,2026-07-20,PROD-000371,Butter Delight,Stock Sold,26.0,SALE-2026-000087,Ahmed Usman,Demo Administrator,Linked to demo sale
STOCK-001138,2026-07-20,PROD-000465,Chocolate Delight,Stock Sold,5.0,SALE-2026-000088,Musa Ibrahim,Demo Administrator,Linked to demo sale
STOCK-001139,2026-07-18,PROD-000226,Rich Chocolate,Stock Sold,19.0,SALE-2026-000089,Fatima Sani,Demo Administrator,Linked to demo sale
STOCK-001140,2026-06-16,PROD-000399,Rich Chocolate,Stock Sold,39.0,SALE-2026-000090,Abdullahi Suleiman,Demo Administrator,Linked to demo sale
STOCK-001141,2026-08-14,PROD-000289,Chocolate Delight,Stock Sold,21.0,SALE-2026-000091,Hassan Musa,Demo Administrator,Linked to demo sale
STOCK-001142,2026-07-26,PROD-000250,Golden Crunch,Stock Sold,34.0,SALE-2026-000092,Aisha Abubakar,Demo Administrator,Linked to demo sale
STOCK-001143,2026-07-19,PROD-000131,Cocoa Sandwich,Stock Sold,31.0,SALE-2026-000093,Bello Usman,Demo Administrator,Linked to demo sale
STOCK-001144,2026-07-15,PROD-000399,Rich Chocolate,Stock Sold,37.0,SALE-2026-000094,Maryam Ibrahim,Demo Administrator,Linked to demo sale
STOCK-001145,2026-07-19,PROD-000060,Honey Crunch,Stock Sold,36.0,SALE-2026-000095,Rukayya Lawal,Demo Administrator,Linked to demo sale
STOCK-001146,2026-06-19,PROD-000442,Classic Cream,Stock Sold,15.0,SALE-2026-000096,Sani Umar,Demo Administrator,Linked to demo sale
STOCK-001147,2026-07-05,PROD-000420,Classic Cream,Stock Sold,41.0,SALE-2026-000097,Ahmed Tanko,Demo Administrator,Linked to demo sale
STOCK-001148,2026-06-17,PROD-000091,Premium Wafer,Stock Sold,12.0,SALE-2026-000098,Hussaini Musa,Demo Administrator,Linked to demo sale
STOCK-001149,2026-07-12,PROD-000418,Butter Delight,Stock Sold,6.0,SALE-2026-000099,Mustapha Shehu,Demo Administrator,Linked to demo sale
STOCK-001150,2026-06-24,PROD-000172,Family Pack,Stock Sold,5.0,SALE-2026-000100,Sani Mohammed,Demo Administrator,Linked to demo sale
STOCK-001151,2026-07-05,PROD-000149,Cocoa Sandwich,Stock Sold,44.0,SALE-2026-000101,Hauwa Aliyu,Demo Administrator,Linked to demo sale
STOCK-001152,2026-07-14,PROD-000053,Honey Crunch,Stock Sold,29.0,SALE-2026-000102,Musa Lawal,Demo Administrator,Linked to demo sale
STOCK-001153,2026-08-01,PROD-000479,Butter Delight,Stock Sold,33.0,SALE-2026-000103,Hassan Umar,Demo Administrator,Linked to demo sale
STOCK-001154,2026-07-28,PROD-000170,Caramel Cream,Stock Sold,45.0,SALE-2026-000104,Muhammad Shehu,Demo Administrator,Linked to demo sale
STOCK-001155,2026-07-01,PROD-000451,Butter Delight,Stock Sold,33.0,SALE-2026-000105,Zainab Ahmad,Demo Administrator,Linked to demo sale
STOCK-001156,2026-08-09,PROD-000222,Family Pack,Stock Sold,23.0,SALE-2026-000106,Khadija Umar,Demo Administrator,Linked to demo sale
STOCK-001157,2026-07-17,PROD-000450,Honey Crunch,Stock Sold,13.0,SALE-2026-000107,Abdullahi Usman,Demo Administrator,Linked to demo sale
STOCK-001158,2026-06-20,PROD-000065,Classic Cream,Stock Sold,39.0,SALE-2026-000108,Yusuf Kabiru,Demo Administrator,Linked to demo sale
STOCK-001159,2026-06-24,PROD-000222,Family Pack,Stock Sold,15.0,SALE-2026-000109,Muhammad Shehu,Demo Administrator,Linked to demo sale
STOCK-001160,2026-08-06,PROD-000406,Caramel Cream,Stock Sold,37.0,SALE-2026-000110,Muhammad Hassan,Demo Administrator,Linked to demo sale
STOCK-001161,2026-07-08,PROD-000171,Honey Crunch,Stock Sold,34.0,SALE-2026-000111,Abubakar Aliyu,Demo Administrator,Linked to demo sale
STOCK-001162,2026-07-31,PROD-000122,Chocolate Delight,Stock Sold,16.0,SALE-2026-000112,Rukayya Hassan,Demo Administrator,Linked to demo sale
STOCK-001163,2026-06-28,PROD-000093,Caramel Cream,Stock Sold,28.0,SALE-2026-000113,Umar Ibrahim,Demo Administrator,Linked to demo sale
STOCK-001164,2026-06-18,PROD-000383,Butter Delight,Stock Sold,14.0,SALE-2026-000114,Sani Mohammed,Demo Administrator,Linked to demo sale
STOCK-001165,2026-08-11,PROD-000302,Rich Chocolate,Stock Sold,15.0,SALE-2026-000115,Sani Ibrahim,Demo Administrator,Linked to demo sale
STOCK-001166,2026-07-21,PROD-000508,Caramel Cream,Stock Sold,41.0,SALE-2026-000116,Hauwa Yusuf,Demo Administrator,Linked to demo sale
STOCK-001167,2026-07-15,PROD-000500,Golden Crunch,Stock Sold,30.0,SALE-2026-000117,Asma'u Tanko,Demo Administrator,Linked to demo sale
STOCK-001168,2026-07-27,PROD-000155,Premium Wafer,Stock Sold,32.0,SALE-2026-000118,Aisha Suleiman,Demo Administrator,Linked to demo sale
STOCK-001169,2026-06-30,PROD-000265,Classic Cream,Stock Sold,25.0,SALE-2026-000119,Mustapha Ibrahim,Demo Administrator,Linked to demo sale
STOCK-001170,2026-06-21,PROD-000080,Family Pack,Stock Sold,23.0,SALE-2026-000120,Ahmed Suleiman,Demo Administrator,Linked to demo sale
STOCK-001171,2026-08-15,PROD-000006,Caramel Cream,Stock Sold,50.0,SALE-2026-000121,Asma'u Tanko,Demo Administrator,Stock issued against sale SALE-2026-000121
